month,geo,programme,seniority,n
2026-09,c:agglomeratie-s-gravenhage,all,senior,29
2026-09,c:agglomeratie-s-gravenhage,all,unknown,70
2026-09,c:agglomeratie-s-gravenhage,business-it-management,all,28
2026-09,c:agglomeratie-s-gravenhage,business-it-management,entry,1
2026-09,c:agglomeratie-s-gravenhage,business-it-management,internship,1
2026-09,c:agglomeratie-s-gravenhage,business-it-management,senior,8
2026-09,c:agglomeratie-s-gravenhage,business-it-management,unknown,19
2026-09,c:agglomeratie-s-gravenhage,informatica,all,63
2026-09,c:agglomeratie-s-gravenhage,informatica,entry,3
2026-09,c:agglomeratie-s-gravenhage,informatica,junior,3
2026-09,c:agglomeratie-s-gravenhage,informatica,medior,1
2026-09,c:agglomeratie-s-gravenhage,informatica,senior,20
2026-09,c:agglomeratie-s-gravenhage,informatica,unknown,39
2026-09,c:agglomeratie-s-gravenhage,technische-informatica,all,3
2026-09,c:agglomeratie-s-gravenhage,technische-informatica,entry,1
2026-09,c:agglomeratie-s-gravenhage,technische-informatica,junior,1
2026-09,c:agglomeratie-s-gravenhage,technische-informatica,senior,1
2026-09,c:agglomeratie-s-gravenhage,technische-informatica,unknown,1
2026-09,c:alkmaar-en-omgeving,all,all,7
2026-09,c:alkmaar-en-omgeving,all,entry,2
2026-09,c:alkmaar-en-omgeving,all,junior,2
2026-09,c:alkmaar-en-omgeving,all,senior,1
2026-09,c:alkmaar-en-omgeving,all,unknown,4
2026-09,c:alkmaar-en-omgeving,informatica,all,3
2026-09,c:alkmaar-en-omgeving,informatica,unknown,3
2026-09,c:alkmaar-en-omgeving,technische-informatica,all,3
2026-09,c:alkmaar-en-omgeving,technische-informatica,entry,2
2026-09,c:alkmaar-en-omgeving,technische-informatica,junior,2
2026-09,c:alkmaar-en-omgeving,technische-informatica,senior,1
2026-09,c:arnhem-nijmegen,all,all,47
2026-09,c:arnhem-nijmegen,all,entry,2
2026-09,c:arnhem-nijmegen,all,junior,2
2026-09,c:arnhem-nijmegen,all,medior,3
2026-09,c:arnhem-nijmegen,all,senior,8
2026-09,c:arnhem-nijmegen,all,unknown,34
2026-09,c:arnhem-nijmegen,business-it-management,all,13
2026-09,c:arnhem-nijmegen,business-it-management,entry,1
2026-09,c:arnhem-nijmegen,business-it-management,junior,1
2026-09,c:arnhem-nijmegen,business-it-management,medior,3
2026-09,c:arnhem-nijmegen,business-it-management,unknown,9
2026-09,c:arnhem-nijmegen,informatica,all,16
2026-09,c:arnhem-nijmegen,informatica,senior,7
2026-09,c:arnhem-nijmegen,informatica,unknown,9
2026-09,c:arnhem-nijmegen,technische-informatica,all,1
2026-09,c:arnhem-nijmegen,technische-informatica,unknown,1
2026-09,c:delft-en-westland,all,all,28
2026-09,c:delft-en-westland,all,medior,1
2026-09,c:delft-en-westland,all,senior,5
2026-09,c:delft-en-westland,all,unknown,22
2026-09,c:delft-en-westland,business-it-management,all,8
2026-09,c:delft-en-westland,business-it-management,unknown,8
2026-09,c:delft-en-westland,informatica,all,14
2026-09,c:delft-en-westland,informatica,medior,1
2026-09,c:delft-en-westland,informatica,senior,2
2026-09,c:delft-en-westland,informatica,unknown,11
2026-09,c:delfzijl-en-omgeving,all,all,1
2026-09,c:delfzijl-en-omgeving,all,entry,1
2026-09,c:delfzijl-en-omgeving,all,junior,1
2026-09,c:delfzijl-en-omgeving,business-it-management,all,1
2026-09,c:delfzijl-en-omgeving,business-it-management,entry,1
2026-09,c:delfzijl-en-omgeving,business-it-management,junior,1
2026-09,c:flevoland,all,all,11
2026-09,c:flevoland,all,medior,3
2026-09,c:flevoland,all,senior,3
2026-09,c:flevoland,all,unknown,5
2026-09,c:flevoland,business-it-management,all,2
2026-09,c:flevoland,business-it-management,medior,1
2026-09,c:flevoland,business-it-management,unknown,1
2026-09,c:flevoland,informatica,all,3
2026-09,c:flevoland,informatica,medior,1
2026-09,c:flevoland,informatica,senior,2
2026-09,c:flevoland,technische-informatica,all,1
2026-09,c:flevoland,technische-informatica,unknown,1
2026-09,c:groot-amsterdam,all,all,292
2026-09,c:groot-amsterdam,all,entry,18
2026-09,c:groot-amsterdam,all,internship,5
2026-09,c:groot-amsterdam,all,junior,13
2026-09,c:groot-amsterdam,all,medior,7
2026-09,c:groot-amsterdam,all,senior,89
2026-09,c:groot-amsterdam,all,unknown,178
2026-09,c:groot-amsterdam,business-it-management,all,52
2026-09,c:groot-amsterdam,business-it-management,entry,5
2026-09,c:groot-amsterdam,business-it-management,junior,5
2026-09,c:groot-amsterdam,business-it-management,senior,6
2026-09,c:groot-amsterdam,business-it-management,unknown,41
2026-09,c:groot-amsterdam,informatica,all,192
2026-09,c:groot-amsterdam,informatica,entry,11
2026-09,c:groot-amsterdam,informatica,internship,3
2026-09,c:groot-amsterdam,informatica,junior,8
2026-09,c:groot-amsterdam,informatica,medior,4
2026-09,c:groot-amsterdam,informatica,senior,71
2026-09,c:groot-amsterdam,informatica,unknown,106
2026-09,c:groot-amsterdam,technische-informatica,all,9
2026-09,c:groot-amsterdam,technische-informatica,entry,1
2026-09,c:groot-amsterdam,technische-informatica,junior,1
2026-09,c:groot-amsterdam,technische-informatica,senior,2
2026-09,c:groot-amsterdam,technische-informatica,unknown,6
2026-09,c:groot-rijnmond,all,all,121
2026-09,c:groot-rijnmond,all,entry,12
2026-09,c:groot-rijnmond,all,internship,1
2026-09,c:groot-rijnmond,all,junior,11
2026-09,c:groot-rijnmond,all,medior,8
2026-09,c:groot-rijnmond,all,senior,28
2026-09,c:groot-rijnmond,all,unknown,73
2026-09,c:groot-rijnmond,business-it-management,all,22
2026-09,c:groot-rijnmond,business-it-management,entry,3
2026-09,c:groot-rijnmond,business-it-management,junior,3
2026-09,c:groot-rijnmond,business-it-management,medior,2
2026-09,c:groot-rijnmond,business-it-management,senior,2
2026-09,c:groot-rijnmond,business-it-management,unknown,15
2026-09,c:groot-rijnmond,informatica,all,66
2026-09,c:groot-rijnmond,informatica,entry,8
2026-09,c:groot-rijnmond,informatica,internship,1
2026-09,c:groot-rijnmond,informatica,junior,7
2026-09,c:groot-rijnmond,informatica,medior,5
2026-09,c:groot-rijnmond,informatica,senior,20
2026-09,c:groot-rijnmond,informatica,unknown,33
2026-09,c:groot-rijnmond,technische-informatica,all,7
2026-09,c:groot-rijnmond,technische-informatica,senior,1
2026-09,c:groot-rijnmond,technische-informatica,unknown,6
2026-09,c:het-gooi-en-vechtstreek,all,all,29
2026-09,c:het-gooi-en-vechtstreek,all,entry,2
2026-09,c:het-gooi-en-vechtstreek,all,junior,2
2026-09,c:het-gooi-en-vechtstreek,all,medior,2
2026-09,c:het-gooi-en-vechtstreek,all,senior,6
2026-09,c:het-gooi-en-vechtstreek,all,unknown,19
2026-09,c:het-gooi-en-vechtstreek,business-it-management,all,4
2026-09,c:het-gooi-en-vechtstreek,business-it-management,entry,1
2026-09,c:het-gooi-en-vechtstreek,business-it-management,junior,1
2026-09,c:het-gooi-en-vechtstreek,business-it-management,unknown,3
2026-09,c:het-gooi-en-vechtstreek,informatica,all,20
2026-09,c:het-gooi-en-vechtstreek,informatica,medior,2
2026-09,c:het-gooi-en-vechtstreek,informatica,senior,5
2026-09,c:het-gooi-en-vechtstreek,informatica,unknown,13
2026-09,c:het-gooi-en-vechtstreek,technische-informatica,all,2
2026-09,c:het-gooi-en-vechtstreek,technische-informatica,entry,1
2026-09,c:het-gooi-en-vechtstreek,technische-informatica,junior,1
2026-09,c:het-gooi-en-vechtstreek,technische-informatica,unknown,1
2026-09,c:ijmond,all,all,4
2026-09,c:ijmond,all,senior,1
2026-09,c:ijmond,all,unknown,3
2026-09,c:ijmond,business-it-management,all,1
2026-09,c:ijmond,business-it-management,senior,1
2026-09,c:ijmond,informatica,all,2
2026-09,c:ijmond,informatica,senior,1
2026-09,c:ijmond,informatica,unknown,1
2026-09,c:ijmond,technische-informatica,all,2
2026-09,c:ijmond,technische-informatica,unknown,2
2026-09,c:kop-van-noord-holland,all,all,17
2026-09,c:kop-van-noord-holland,all,entry,1
2026-09,c:kop-van-noord-holland,all,junior,1
2026-09,c:kop-van-noord-holland,all,senior,2
2026-09,c:kop-van-noord-holland,all,unknown,14
2026-09,c:kop-van-noord-holland,business-it-management,all,2
2026-09,c:kop-van-noord-holland,business-it-management,unknown,2
2026-09,c:kop-van-noord-holland,informatica,all,9
2026-09,c:kop-van-noord-holland,informatica,entry,1
2026-09,c:kop-van-noord-holland,informatica,junior,1
2026-09,c:kop-van-noord-holland,informatica,senior,1
2026-09,c:kop-van-noord-holland,informatica,unknown,7
2026-09,c:kop-van-noord-holland,technische-informatica,all,2
2026-09,c:kop-van-noord-holland,technische-informatica,senior,1
2026-09,c:kop-van-noord-holland,technische-informatica,unknown,1
2026-09,c:midden-limburg,all,all,16
2026-09,c:midden-limburg,all,senior,5
2026-09,c:midden-limburg,all,unknown,11
2026-09,c:midden-limburg,business-it-management,all,6
2026-09,c:midden-limburg,business-it-management,senior,1
2026-09,c:midden-limburg,business-it-management,unknown,5
2026-09,c:midden-limburg,informatica,all,12
2026-09,c:midden-limburg,informatica,senior,5
2026-09,c:midden-limburg,informatica,unknown,7
2026-09,c:midden-limburg,technische-informatica,all,1
2026-09,c:midden-limburg,technische-informatica,unknown,1
2026-09,c:midden-noord-brabant,all,all,20
2026-09,c:midden-noord-brabant,all,entry,4
2026-09,c:midden-noord-brabant,all,junior,4
2026-09,c:midden-noord-brabant,all,medior,1
2026-09,c:midden-noord-brabant,all,unknown,15
2026-09,c:midden-noord-brabant,business-it-management,all,3
2026-09,c:midden-noord-brabant,business-it-management,entry,1
2026-09,c:midden-noord-brabant,business-it-management,junior,1
2026-09,c:midden-noord-brabant,business-it-management,unknown,2
2026-09,c:midden-noord-brabant,informatica,all,7
2026-09,c:midden-noord-brabant,informatica,entry,2
2026-09,c:midden-noord-brabant,informatica,junior,2
2026-09,c:midden-noord-brabant,informatica,medior,1
2026-09,c:midden-noord-brabant,informatica,unknown,4
2026-09,c:noord-drenthe,all,all,2
2026-09,c:noord-drenthe,all,unknown,2
2026-09,c:noord-drenthe,informatica,all,1
2026-09,c:noord-drenthe,informatica,unknown,1
2026-09,c:noord-friesland,all,all,14
2026-09,c:noord-friesland,all,entry,2
2026-09,c:noord-friesland,all,junior,2
2026-09,c:noord-friesland,all,senior,4
2026-09,c:noord-friesland,all,unknown,8
2026-09,c:noord-friesland,business-it-management,all,2
2026-09,c:noord-friesland,business-it-management,entry,1
2026-09,c:noord-friesland,business-it-management,junior,1
2026-09,c:noord-friesland,business-it-management,unknown,1
2026-09,c:noord-friesland,informatica,all,10
2026-09,c:noord-friesland,informatica,entry,1
2026-09,c:noord-friesland,informatica,junior,1
2026-09,c:noord-friesland,informatica,senior,4
2026-09,c:noord-friesland,informatica,unknown,5
2026-09,c:noord-limburg,all,all,10
2026-09,c:noord-limburg,all,entry,2
2026-09,c:noord-limburg,all,junior,2
2026-09,c:noord-limburg,all,unknown,8
2026-09,c:noord-limburg,business-it-management,all,1
2026-09,c:noord-limburg,business-it-management,entry,1
2026-09,c:noord-limburg,business-it-management,junior,1
2026-09,c:noord-limburg,informatica,all,6
2026-09,c:noord-limburg,informatica,entry,2
2026-09,c:noord-limburg,informatica,junior,2
2026-09,c:noord-limburg,informatica,unknown,4
2026-09,c:noord-limburg,technische-informatica,all,4
2026-09,c:noord-limburg,technische-informatica,entry,1
2026-09,c:noord-limburg,technische-informatica,junior,1
2026-09,c:noord-limburg,technische-informatica,unknown,3
2026-09,c:noord-overijssel,all,all,23
2026-09,c:noord-overijssel,all,medior,1
2026-09,c:noord-overijssel,all,senior,5
2026-09,c:noord-overijssel,all,unknown,17
2026-09,c:noord-overijssel,business-it-management,all,5
2026-09,c:noord-overijssel,business-it-management,unknown,5
2026-09,c:noord-overijssel,informatica,all,16
2026-09,c:noord-overijssel,informatica,medior,1
2026-09,c:noord-overijssel,informatica,senior,5
2026-09,c:noord-overijssel,informatica,unknown,10
2026-09,c:noordoost-noord-brabant,all,all,45
2026-09,c:noordoost-noord-brabant,all,medior,2
2026-09,c:noordoost-noord-brabant,all,senior,13
2026-09,c:noordoost-noord-brabant,all,unknown,30
2026-09,c:noordoost-noord-brabant,business-it-management,all,9
2026-09,c:noordoost-noord-brabant,business-it-management,medior,1
2026-09,c:noordoost-noord-brabant,business-it-management,senior,1
2026-09,c:noordoost-noord-brabant,business-it-management,unknown,7
2026-09,c:noordoost-noord-brabant,informatica,all,24
2026-09,c:noordoost-noord-brabant,informatica,medior,1
2026-09,c:noordoost-noord-brabant,informatica,senior,11
2026-09,c:noordoost-noord-brabant,informatica,unknown,12
2026-09,c:noordoost-noord-brabant,technische-informatica,all,2
2026-09,c:noordoost-noord-brabant,technische-informatica,unknown,2
2026-09,c:oost-groningen,all,all,3
2026-09,c:oost-groningen,all,unknown,3
2026-09,c:oost-zuid-holland,all,all,21
2026-09,c:oost-zuid-holland,all,medior,1
2026-09,c:oost-zuid-holland,all,senior,2
2026-09,c:oost-zuid-holland,all,unknown,18
2026-09,c:oost-zuid-holland,business-it-management,all,8
2026-09,c:oost-zuid-holland,business-it-management,unknown,8
2026-09,c:oost-zuid-holland,informatica,all,7
2026-09,c:oost-zuid-holland,informatica,senior,1
2026-09,c:oost-zuid-holland,informatica,unknown,6
2026-09,c:overig-groningen,all,all,23
2026-09,c:overig-groningen,all,entry,3
2026-09,c:overig-groningen,all,junior,3
2026-09,c:overig-groningen,all,medior,3
2026-09,c:overig-groningen,all,senior,3
2026-09,c:overig-groningen,all,unknown,14
2026-09,c:overig-groningen,business-it-management,all,9
2026-09,c:overig-groningen,business-it-management,entry,1
2026-09,c:overig-groningen,business-it-management,junior,1
2026-09,c:overig-groningen,business-it-management,medior,2
2026-09,c:overig-groningen,business-it-management,senior,2
2026-09,c:overig-groningen,business-it-management,unknown,4
2026-09,c:overig-groningen,informatica,all,9
2026-09,c:overig-groningen,informatica,entry,1
2026-09,c:overig-groningen,informatica,junior,1
2026-09,c:overig-groningen,informatica,medior,1
2026-09,c:overig-groningen,informatica,senior,1
2026-09,c:overig-groningen,informatica,unknown,6
2026-09,c:overig-groningen,technische-informatica,all,1
2026-09,c:overig-groningen,technische-informatica,unknown,1
2026-09,c:overig-zeeland,all,all,4
2026-09,c:overig-zeeland,all,unknown,4
2026-09,c:overig-zeeland,technische-informatica,all,1
2026-09,c:overig-zeeland,technische-informatica,unknown,1
2026-09,c:twente,all,all,29
2026-09,c:twente,all,medior,1
2026-09,c:twente,all,senior,4
2026-09,c:twente,all,unknown,24
2026-09,c:twente,business-it-management,all,2
2026-09,c:twente,business-it-management,unknown,2
2026-09,c:twente,informatica,all,13
2026-09,c:twente,informatica,medior,1
2026-09,c:twente,informatica,senior,4
2026-09,c:twente,informatica,unknown,8
2026-09,c:twente,technische-informatica,all,8
2026-09,c:twente,technische-informatica,senior,1
2026-09,c:twente,technische-informatica,unknown,7
2026-09,c:utrecht,all,all,189
